"","ID","topic","Nationality","condition","block_order","gender","media_time","rt_response","rt_text","news_paper","competence","threat","rating","type"
"204","23","corruption","Danish",0,0,"Male",1,1.59158962053061,7.74967925953661,"WA",4,"threat",4,"contrast"
"205","23","corruption","Danish",0,0,"Male",1,1.59158962053061,7.74967925953661,"Politiken",4," safe",2,"contrast"
"206","23","countryside","Danish",NA,0,"Male",1,1.27906781017919,19.721714796553,"MX",2," safe",1,"person"
"207","23","hayfever","Danish",NA,0,"Male",1,15.80237460844,26.5918456997169,"WA",4," safe",4,"person"
"208","23","infertility","Danish",NA,0,"Male",1,2.55701841717473,31.9048683783776,"EB",2,"threat",3,"person"
"209","23","mafia","Danish",1,0,"Male",1,3.13555210467348,8.35742034346458,"WA",4," safe",4,"contrast"
"210","23","mafia","Danish",1,0,"Male",1,3.13555210467348,8.35742034346458,"MX",2,"threat",1,"contrast"
"211","23","pets","Danish",NA,0,"Male",1,12.702178366595,28.9655150116796,"MX",2,"threat",1,"person"
"212","23","pollution","Danish",0,0,"Male",1,11.4090734141573,22.6692298533935,"WA",4," safe",4,"contrast"
"213","23","pollution","Danish",0,0,"Male",1,11.4090734141573,22.6692298533935,"WA",4,"threat",4,"contrast"
"214","23","sleep","Danish",NA,0,"Male",1,3.96673433862816,19.9363974225816,"MX",2,"threat",1,"person"
"215","23","volcano","Danish",1,0,"Male",1,2.15820818468092,6.29881310632754,"EB",2,"threat",3,"contrast"
"216","23","volcano","Danish",1,0,"Male",1,2.15820818468092,6.29881310632754,"WA",4," safe",4,"contrast"
"217","24","acid rain","Denmark",0,0,"Male",3,1.83580602848451,11.5919483366652,"Politiken",5,"threat",2,"contrast"
"218","24","acid rain","Denmark",0,0,"Male",3,1.83580602848451,11.5919483366652,"EB",2," safe",3,"contrast"
"219","24","bacteria","Denmark",0,0,"Male",3,1.18750076977813,5.93514473862342,"MX",1," safe",1,"contrast"
"220","24","bacteria","Denmark",0,0,"Male",3,1.18750076977813,5.93514473862342,"Politiken",5,"threat",2,"contrast"
"221","24","blue_eyes","Denmark",NA,0,"Male",3,2.53842624714162,4.78486782413711,"WA",2,"threat",4,"person"
"222","24","corruption","Denmark",1,0,"Male",3,1.43725290154725,8.63787580518692,"EB",2,"threat",3,"contrast"
"223","24","corruption","Denmark",1,0,"Male",3,1.43725290154725,8.63787580518692,"Politiken",5," safe",2,"contrast"
"224","24","countryside","Denmark",NA,0,"Male",3,4.99911578268802,0.552011273643075,"EB",2," safe",3,"person"
"225","24","hayfever","Denmark",NA,0,"Male",3,1.06818531716999,3.90241124983186,"Politiken",5,"threat",2,"person"
"226","24","infertility","Denmark",NA,0,"Male",3,0.897227570747418,4.12364006043208,"EB",2,"threat",3,"person"
"227","24","mafia","Denmark",0,0,"Male",3,0.918950680894341,1.95001888519801,"WA",2,"threat",4,"contrast"
"228","24","mafia","Denmark",0,0,"Male",3,0.918950680894341,1.95001888519801,"MX",1," safe",1,"contrast"
"229","24","pets","Denmark",NA,0,"Male",3,1.76824730988483,3.30272819272795,"WA",2," safe",4,"person"
"230","24","pollution","Denmark",1,0,"Male",3,0.859798954747021,5.0450884114689,"MX",1," safe",1,"contrast"
"231","24","pollution","Denmark",1,0,"Male",3,0.859798954747021,5.0450884114689,"MX",1,"threat",1,"contrast"
"232","24","sleep","Denmark",NA,0,"Male",3,1.53766827327672,2.96545445588163,"EB",2,"threat",3,"person"
"233","24","volcano","Denmark",1,0,"Male",3,0.703775910697004,4.95089899703089,"EB",2,"threat",3,"contrast"
"234","24","volcano","Denmark",1,0,"Male",3,0.703775910697004,4.95089899703089,"WA",2," safe",4,"contrast"
"235","25","acid rain","Danish",0,1,"Female",2,1.62847882057667,23.158592291029,"MX",2," safe",1,"contrast"
"236","25","acid rain","Danish",0,1,"Female",2,1.62847882057667,23.158592291029,"WA",3,"threat",4,"contrast"
"237","25","bacteria","Danish",0,1,"Female",2,1.65184877653974,1.05047487623233,"Politiken",4,"threat",2,"contrast"
"238","25","bacteria","Danish",0,1,"Female",2,1.65184877653974,1.05047487623233,"WA",3," safe",4,"contrast"
"239","25","blue_eyes","Danish",NA,1,"Female",2,13.9953110237911,25.3373353251773,"Politiken",4,"threat",2,"person"
